Country,Year,Status,Adult_Mortality,Alcohol,Hepatitis_B,Measles,BMI,Under-Five_Deaths,Polio,Total_Expenditure,Diphtheria,HIV/AIDS,GDP,Population,Thinness__1-19_Years,Income_Composition_Of_Resources,Schooling,Smoking_Rate
Equatorial Guinea,2002.0,0.0,334.0,6.01,75.6,24.0,19.1,4.0,44.0,2.5,36.0,2.9,2711.17114,66647.0,1.4,0.542,8.2,17.9105432
Equatorial Guinea,2003.0,0.0,334.0,7.13,81.6,18.0,19.5,4.0,46.0,2.23,37.0,3.6,3577.176197,694611.0,1.2,0.554,8.4,17.4365348
Equatorial Guinea,2004.0,0.0,336.0,6.28,71.0,38.0,19.8,4.0,48.0,2.4,38.0,4.4,685.34897,724817.0,1.0,0.553,8.5,16.962526399999998
Equatorial Guinea,2005.0,0.0,337.0,7.19,60.0,0.0,2.2,4.0,5.0,1.63,39.0,4.4,185.63334,757317.0,9.8,0.563,8.7,16.488518
Equatorial Guinea,2006.0,0.0,337.0,7.28,92.6,0.0,2.5,4.0,52.0,2.13,4.0,4.4,12732.2759,792217.0,9.7,0.569,9.0,16.091162
Equatorial Guinea,2007.0,0.0,339.0,6.86,93.2,5.0,2.9,4.0,54.0,2.25,41.0,4.4,15761.83913,829327.0,9.5,0.587,9.0,15.693806
Equatorial Guinea,2008.0,0.0,338.0,8.34,97.6,436.0,21.3,4.0,55.0,2.31,42.0,4.4,22742.38159,868418.0,9.3,0.592,9.1,15.329243333333334
Equatorial Guinea,2009.0,0.0,34.0,7.97,85.4,78.0,21.7,4.0,57.0,5.32,43.0,4.4,1653.2937,99111.0,9.2,0.59,9.1,14.964680666666666
Equatorial Guinea,2010.0,0.0,339.0,9.93,97.6,0.0,22.1,4.0,59.0,3.84,44.0,4.4,17136.44568,95114.0,9.0,0.589,9.2,14.600118
Equatorial Guinea,2011.0,0.0,344.0,10.99,92.6,0.0,22.6,4.0,39.0,3.29,41.0,4.4,21451.88617,99429.0,8.9,0.58,9.2,14.2999744
Equatorial Guinea,2012.0,0.0,337.0,11.89,89.8,1190.0,23.0,4.0,3.0,4.0,24.0,4.4,21557.6528,138593.0,8.7,0.583,9.2,13.9998308
Equatorial Guinea,2013.0,0.0,327.0,10.72,55.8,321.0,23.5,4.0,3.0,3.73,3.0,4.4,2246.9938,183746.0,8.6,0.586,9.2,13.6996872
Equatorial Guinea,2014.0,0.0,32.0,0.01,2.0,13.0,24.0,4.0,24.0,3.8,2.0,4.4,192.59733,1129424.0,8.5,0.582,9.2,13.3995436
Equatorial Guinea,2015.0,0.0,32.0,5.138,16.0,1250.0,24.5,4.0,17.0,8.162,16.0,4.2,1347.31257,1175389.0,8.4,0.582,9.2,13.0994
Eritrea,2000.0,0.0,452.0,0.83,81.8,789.0,12.6,10.0,82.0,4.43,81.0,1.9,28.1969487,339281.0,1.2,0.291,4.4,18.85856
Eritrea,2001.0,0.0,345.0,0.61,86.0,204.0,12.8,10.0,89.0,3.95,86.0,2.0,215.139213,3497124.0,1.0,0.291,4.4,18.3845516
Eritrea,2002.0,0.0,343.0,0.83,86.0,460.0,13.1,10.0,92.0,4.2,9.0,1.9,21.7687981,3614639.0,9.9,0.291,4.4,17.9105432
Eritrea,2003.0,0.0,343.0,0.56,91.0,376.0,13.3,10.0,95.0,3.5,93.0,1.9,232.7945459,3738265.0,9.7,0.291,4.7,17.4365348
Eritrea,2004.0,0.0,342.0,0.64,84.0,24.0,13.6,10.0,98.0,3.14,98.0,1.8,287.4222243,3858623.0,9.6,0.291,5.0,16.962526399999998
Eritrea,2005.0,0.0,34.0,1.07,96.0,19.0,13.9,9.0,96.0,2.97,96.0,1.6,276.75896,39697.0,9.4,0.291,5.4,16.488518
Eritrea,2006.0,0.0,336.0,0.97,94.0,128.0,14.3,9.0,94.0,3.3,94.0,1.4,297.828588,466648.0,9.3,0.405,5.3,16.091162
Eritrea,2007.0,0.0,329.0,1.23,91.0,55.0,14.7,9.0,91.0,3.29,91.0,1.3,317.3294336,4153332.0,9.2,0.405,5.3,15.693806
Eritrea,2008.0,0.0,322.0,0.49,94.0,0.0,15.1,9.0,94.0,3.69,94.0,1.1,326.825642,4232636.0,9.1,0.406,5.2,15.329243333333334
Eritrea,2009.0,0.0,311.0,0.63,92.0,82.0,15.5,9.0,92.0,3.3,92.0,1.0,43.7544499,431334.0,9.0,0.402,5.2,14.964680666666666
Eritrea,2010.0,0.0,298.0,0.61,9.0,51.0,16.0,9.0,9.0,3.24,9.0,0.9,482.14994,43984.0,8.9,0.404,5.1,14.600118
Eritrea,2011.0,0.0,286.0,0.62,96.0,48.0,16.5,8.0,96.0,3.6,96.0,0.7,582.775532,447469.0,8.8,0.405,5.0,14.2999744
Eritrea,2012.0,0.0,274.0,0.01,94.0,194.0,17.0,8.0,94.0,2.98,94.0,0.6,1465.75544766,2328742.4,8.7,0.41,5.0,13.9998308
Eritrea,2013.0,0.0,266.0,0.01,94.0,45.0,17.5,8.0,94.0,3.1,94.0,0.5,646.523756,575925.6,8.6,0.414,5.0,13.6996872
Eritrea,2014.0,0.0,261.0,0.01,94.0,127.0,18.0,8.0,94.0,3.34,94.0,0.4,305.26425696,3894333.8,8.5,0.416,5.0,13.3995436
Eritrea,2015.0,0.0,255.0,2.7859999999999996,95.0,198.0,18.6,7.0,95.0,4.194,95.0,0.4,1380.7048893200001,1081171.0,8.4,0.418,5.0,13.0994
Estonia,2000.0,0.0,218.0,0.01,98.6,9.0,54.0,0.0,93.0,5.28,93.0,0.1,47.32827,1396985.0,2.5,0.764,14.4,44.2
Estonia,2001.0,0.0,225.0,0.01,87.6,0.0,54.3,0.0,94.0,4.85,94.0,0.1,4498.95727,1388115.0,2.4,0.781,15.0,44.2
Estonia,2002.0,0.0,211.0,11.48,97.0,0.0,54.6,0.0,94.0,4.84,94.0,0.1,538.347781,137935.0,2.3,0.791,15.4,44.2
Estonia,2003.0,0.0,199.0,11.64,94.2,0.0,54.9,0.0,95.0,4.92,94.0,0.1,7174.237415,13772.0,2.2,0.798,15.6,44.2
Estonia,2004.0,0.0,195.0,15.07,9.0,0.0,55.2,0.0,95.0,5.13,94.0,0.1,885.465115,136255.0,2.2,0.805,15.7,43.2
Estonia,2005.0,0.0,189.0,15.52,95.0,2.0,55.5,0.0,96.0,5.2,96.0,0.1,1338.31322,1354775.0,2.1,0.812,15.9,42.1
Estonia,2006.0,0.0,188.0,16.58,95.0,27.0,55.9,0.0,95.0,5.1,95.0,0.1,12595.4165,134681.0,2.1,0.822,16.1,41.2
Estonia,2007.0,0.0,189.0,17.87,95.0,1.0,56.3,0.0,95.0,5.16,95.0,0.1,16586.452,13468.0,2.0,0.829,16.1,40.3
Estonia,2008.0,0.0,167.0,16.99,94.0,0.0,56.7,0.0,95.0,6.6,95.0,0.1,1894.5485,13379.0,2.0,0.835,16.1,39.3
Estonia,2009.0,0.0,156.0,15.04,95.0,0.0,57.1,0.0,95.0,6.93,95.0,0.1,14726.31828,1334515.0,2.0,0.836,16.1,38.3
Estonia,2010.0,0.0,137.0,14.97,94.0,0.0,57.6,0.0,94.0,6.25,94.0,0.1,14638.6482,1331475.0,1.9,0.833,16.2,37.3
Estonia,2011.0,0.0,138.0,0.01,94.0,7.0,58.0,0.0,93.0,5.83,93.0,0.1,17454.84342,1327439.0,1.9,0.838,16.4,36.5
Estonia,2012.0,0.0,135.0,0.01,94.0,4.0,58.5,0.0,94.0,6.36,94.0,0.1,17421.8922,1322696.0,1.9,0.85,16.5,35.7
Estonia,2013.0,0.0,127.0,0.01,93.0,2.0,59.0,0.0,94.0,6.48,94.0,0.1,1929.7746,1317997.0,1.9,0.856,16.5,34.9
Estonia,2014.0,0.0,122.0,0.01,93.0,0.0,59.4,0.0,93.0,6.38,93.0,0.1,19941.45532,1314545.0,1.9,0.86,16.5,34.099999999999994
Estonia,2015.0,0.0,119.0,10.196000000000002,91.0,4.0,59.9,0.0,93.0,8.224,93.0,0.1,1774.9291,131547.0,1.9,0.863,16.5,33.3
Eswatini,2000.0,0.0,452.0,7.19,83.0,10.0,25.9,4.0,87.0,5.26,84.0,4.4,1637.4567,161468.0,9.4,0.516,9.4,12.6
Eswatini,2001.0,0.0,452.0,6.72,86.0,49.0,26.3,4.0,87.0,5.11,84.0,4.4,1437.634951,172927.0,9.0,0.506,9.3,12.38
Eswatini,2002.0,0.0,452.0,5.52,88.0,37.0,26.7,4.0,87.0,5.16,85.0,4.4,1324.996228,1893.0,8.6,0.502,9.2,12.16
Eswatini,2003.0,0.0,6.0,5.65,9.0,350.0,27.1,4.0,87.0,5.71,85.0,4.4,22.99449,187392.0,8.2,0.493,9.1,11.94
Eswatini,2004.0,0.0,69.0,5.78,93.0,0.0,27.4,4.0,88.0,5.88,86.0,4.4,2529.633557,19553.0,7.7,0.492,9.4,11.72
Eswatini,2005.0,0.0,63.0,5.08,95.0,0.0,27.8,4.0,88.0,6.8,86.0,4.4,2873.862141,115873.0,7.3,0.495,9.7,11.5
Eswatini,2006.0,0.0,452.0,5.53,93.0,0.0,28.2,4.0,88.0,6.81,87.0,4.4,2937.36723,112514.0,6.9,0.502,9.9,11.35
Eswatini,2007.0,0.0,51.0,5.55,92.0,0.0,28.5,4.0,88.0,7.5,87.0,4.4,347.48798,1138434.0,6.5,0.508,10.5,11.2
Eswatini,2008.0,0.0,452.0,4.87,9.0,1.0,28.9,4.0,89.0,8.19,88.0,4.4,2842.438422,1158897.0,6.1,0.514,10.6,11.066666666666666
Eswatini,2009.0,0.0,46.0,4.9,88.0,26.0,29.3,4.0,89.0,8.46,88.0,4.4,332.517125,118675.0,5.8,0.519,10.8,10.933333333333334
Eswatini,2010.0,0.0,452.0,4.93,89.0,313.0,29.7,4.0,89.0,8.47,89.0,4.4,369.239336,122843.0,5.4,0.523,11.0,10.8
Eswatini,2011.0,0.0,438.0,5.2,91.0,0.0,3.2,3.0,85.0,8.61,91.0,4.4,3934.27325,1225258.0,5.1,0.526,11.2,10.68
Eswatini,2012.0,0.0,412.0,0.01,95.0,0.0,3.7,3.0,92.0,8.76,95.0,4.4,3851.51547,1248158.0,4.8,0.534,11.3,10.56
Eswatini,2013.0,0.0,393.0,0.01,98.0,0.0,31.2,3.0,98.0,9.0,98.0,4.4,3598.75972,1271456.0,4.5,0.539,11.4,10.44
Eswatini,2014.0,0.0,382.0,0.01,98.0,0.0,31.8,3.0,98.0,9.0,98.0,4.4,3464.35169,129597.0,4.3,0.541,11.4,10.32
Eswatini,2015.0,0.0,373.0,2.548,9.0,0.0,32.3,3.0,84.0,3.9539999999999997,9.0,4.4,3136.92511,131911.0,4.0,0.541,11.4,10.2
Ethiopia,2000.0,0.0,391.0,0.88,75.2,1660.0,12.3,404.0,55.0,4.36,3.0,4.4,123.876257,66537331.0,11.9,0.291,4.4,6.3
Ethiopia,2001.0,0.0,372.0,0.85,51.8,2366.0,12.6,392.0,55.0,4.26,32.0,4.4,12.1789279,68492257.0,11.8,0.291,4.4,6.24
Ethiopia,2002.0,0.0,369.0,0.8,75.0,3332.0,12.9,377.0,55.0,4.73,35.0,4.4,111.3634356,7497192.0,11.7,0.298,4.9,6.18
Ethiopia,2003.0,0.0,363.0,0.79,67.0,228.0,13.2,360.0,55.0,4.64,37.0,4.4,118.8734466,72545144.0,11.6,0.306,5.2,6.12
Ethiopia,2004.0,0.0,354.0,0.86,55.6,73.0,13.5,342.0,54.0,4.23,4.0,4.1,135.7623858,7462445.0,11.5,0.31,5.4,6.06
Ethiopia,2005.0,0.0,343.0,0.99,68.0,357.0,13.8,323.0,56.0,4.2,44.0,3.7,161.6266248,7672783.0,11.5,0.325,5.8,6.0
Ethiopia,2006.0,0.0,328.0,1.22,75.2,1451.0,14.2,304.0,59.0,4.47,46.0,3.3,193.794956,7885689.0,11.4,0.346,6.6,5.95
Ethiopia,2007.0,0.0,39.0,1.06,47.0,1446.0,14.5,286.0,61.0,4.69,5.0,2.8,243.326822,8149.0,11.3,0.362,7.1,5.9
Ethiopia,2008.0,0.0,289.0,1.13,52.0,3511.0,14.9,270.0,63.0,4.28,54.0,2.4,325.3825543,83184892.0,11.2,0.378,7.6,5.866666666666667
Ethiopia,2009.0,0.0,274.0,1.17,56.0,1176.0,15.3,256.0,65.0,4.41,58.0,2.0,379.7566385,85416253.0,11.1,0.393,8.1,5.833333333333333
Ethiopia,2010.0,0.0,261.0,1.34,62.0,4235.0,15.6,243.0,69.0,6.86,61.0,1.7,341.39992,877267.0,11.0,0.401,8.1,5.8
Ethiopia,2011.0,0.0,249.0,1.32,65.0,3255.0,16.0,231.0,7.0,6.55,65.0,1.4,354.8463544,946756.0,1.9,0.411,8.2,5.74
Ethiopia,2012.0,0.0,241.0,1.84,69.0,4347.0,16.4,221.0,7.0,5.77,69.0,1.2,468.567249,92444183.0,1.7,0.422,8.4,5.68
Ethiopia,2013.0,0.0,237.0,1.86,72.0,5253.0,16.8,211.0,7.0,5.19,72.0,0.9,52.1535887,94887724.0,1.6,0.427,8.4,5.62
Ethiopia,2014.0,0.0,234.0,0.01,77.0,12739.0,17.2,202.0,75.0,4.88,77.0,0.6,571.1622759,97366774.0,1.5,0.435,8.4,5.56
Ethiopia,2015.0,0.0,225.0,2.284,77.0,17745.0,17.6,194.0,75.0,4.6659999999999995,77.0,0.6,645.4637627,9987333.0,1.4,0.441,8.4,5.5
Fiji,2000.0,0.0,221.0,2.05,98.0,0.0,5.2,0.0,91.0,3.87,9.0,0.1,276.1338,811223.0,4.3,0.681,13.1,33.2
Fiji,2001.0,0.0,221.0,1.93,98.0,17.0,51.2,0.0,92.0,3.28,91.0,0.1,238.891729,814218.0,4.3,0.683,13.2,32.92
Fiji,2002.0,0.0,22.0,1.85,99.0,304.0,52.2,0.0,94.0,3.48,93.0,0.1,2259.55796,815691.0,4.2,0.687,13.3,32.64
Fiji,2003.0,0.0,22.0,1.76,99.0,305.0,53.2,0.0,95.0,3.35,94.0,0.1,2835.973972,816628.0,4.2,0.689,13.3,32.36
Fiji,2004.0,0.0,218.0,1.63,99.0,37.0,54.2,0.0,96.0,3.61,95.0,0.1,3332.918533,818354.0,4.2,0.691,13.4,32.08
Fiji,2005.0,0.0,214.0,2.02,99.0,0.0,55.1,0.0,97.0,3.61,96.0,0.1,3658.63832,821817.0,4.1,0.699,13.9,31.8
Fiji,2006.0,0.0,211.0,2.06,99.0,136.0,55.9,0.0,98.0,3.84,98.0,0.1,3749.939813,827411.0,4.1,0.695,14.0,31.5
Fiji,2007.0,0.0,29.0,2.09,99.0,0.0,56.6,0.0,99.0,3.74,99.0,0.1,478.82327,834812.0,4.1,0.698,14.2,31.2
Fiji,2008.0,0.0,26.0,1.95,99.0,0.0,57.3,0.0,99.0,3.68,99.0,0.1,4177.657789,84334.0,4.0,0.7,14.3,30.933333333333334
Fiji,2009.0,0.0,23.0,2.31,99.0,1.0,58.0,0.0,99.0,4.26,99.0,0.1,3369.48247,851967.0,4.0,0.704,14.5,30.666666666666664
Fiji,2010.0,0.0,2.0,2.25,99.0,0.0,58.7,0.0,99.0,4.23,99.0,0.1,3651.966784,85995.0,4.0,0.706,14.6,30.4
Fiji,2011.0,0.0,197.0,0.01,99.0,0.0,59.5,0.0,99.0,4.6,99.0,0.1,4353.121392,86786.0,4.0,0.709,14.7,30.16
Fiji,2012.0,0.0,195.0,0.01,99.0,0.0,6.2,0.0,99.0,4.16,99.0,0.1,4546.73854,873596.0,4.0,0.714,14.9,29.92
Fiji,2013.0,0.0,192.0,0.01,99.0,0.0,61.1,0.0,99.0,4.26,99.0,0.1,4763.68956,879715.0,4.0,0.719,15.0,29.68
Fiji,2014.0,0.0,19.0,0.01,99.0,0.0,61.9,0.0,99.0,4.49,99.0,0.1,546.3728,88586.0,4.0,0.727,15.2,29.44
Fiji,2015.0,0.0,188.0,1.8639999999999997,99.0,0.0,62.7,0.0,99.0,7.18,99.0,0.1,4921.89629,892149.0,4.0,0.734,15.3,29.2
Finland,2000.0,0.0,15.0,8.59,88.6,0.0,55.5,0.0,96.0,7.22,99.0,0.1,24253.2542,517629.0,0.9,0.847,17.3,38.7
Finland,2001.0,0.0,1.0,8.94,97.4,1.0,56.1,0.0,95.0,7.43,98.0,0.1,24913.24452,51888.0,0.9,0.856,17.7,37.78
Finland,2002.0,0.0,98.0,9.25,96.4,0.0,56.6,0.0,95.0,7.81,98.0,0.1,26834.2625,52598.0,0.9,0.863,18.0,36.86
Finland,2003.0,0.0,98.0,9.31,77.2,0.0,57.1,0.0,96.0,8.15,98.0,0.1,32816.1688,521314.0,0.9,0.866,18.1,35.940000000000005
Finland,2004.0,0.0,12.0,9.89,95.0,0.0,57.6,0.0,96.0,8.21,98.0,0.1,37636.11173,5228172.0,0.9,0.869,18.3,35.02
Finland,2005.0,0.0,11.0,9.95,96.0,1.0,58.1,0.0,97.0,8.43,97.0,0.1,38969.17163,524696.0,0.9,0.864,17.1,34.1
Finland,2006.0,0.0,96.0,10.15,96.0,0.0,58.6,0.0,97.0,8.38,97.0,0.1,4112.67651,5266268.0,0.9,0.869,17.2,33.3
Finland,2007.0,0.0,96.0,10.45,97.0,0.0,59.0,0.0,97.0,8.9,99.0,0.1,48288.5491,528872.0,0.9,0.873,17.2,32.5
Finland,2008.0,0.0,94.0,10.26,95.8,5.0,59.4,0.0,97.0,8.35,99.0,0.1,5341.31487,5313399.0,0.9,0.876,17.1,31.73333333333333
Finland,2009.0,0.0,91.0,9.96,94.2,2.0,59.8,0.0,99.0,9.0,99.0,0.1,4717.15571,5338871.0,0.9,0.878,17.0,30.966666666666665
Finland,2010.0,0.0,89.0,9.72,94.2,5.0,6.2,0.0,99.0,9.0,99.0,0.1,4622.41516,5363352.0,0.9,0.874,16.8,30.2
Finland,2011.0,0.0,86.0,9.81,96.4,27.0,6.6,0.0,99.0,9.0,99.0,0.1,579.72415,5388272.0,0.9,0.878,16.9,29.46
Finland,2012.0,0.0,82.0,9.24,97.0,0.0,61.0,0.0,99.0,9.0,99.0,0.1,47415.55987,5413971.0,0.9,0.884,17.0,28.72
Finland,2013.0,0.0,79.0,8.97,97.8,2.0,61.4,0.0,98.0,9.0,98.0,0.1,49638.7713,5438972.0,0.9,0.887,17.0,27.98
Finland,2014.0,0.0,78.0,8.8,97.8,0.0,61.7,0.0,98.0,9.0,98.0,0.1,49914.61864,5461512.0,0.9,0.89,17.0,27.24
Finland,2015.0,0.0,76.0,5.029999999999999,98.4,2.0,62.1,0.0,97.0,6.002000000000001,97.0,0.1,4245.39744,5479531.0,0.9,0.893,17.0,26.5
France,2000.0,0.0,13.0,13.63,26.0,10000.0,54.6,4.0,98.0,9.0,97.0,0.1,22465.64184,6912498.0,0.7,0.844,15.7,34.7
France,2001.0,0.0,13.0,13.89,28.0,0.0,55.2,4.0,98.0,9.0,97.0,0.1,22527.31775,61357431.0,0.7,0.849,15.6,34.660000000000004
France,2002.0,0.0,11.0,13.78,29.0,5185.0,55.8,4.0,97.0,1.22,97.0,0.1,24275.2426,6185267.0,0.7,0.851,15.5,34.620000000000005
France,2003.0,0.0,99.0,13.49,28.0,0.0,56.4,4.0,96.0,1.43,97.0,0.1,29691.18158,62244884.0,0.6,0.852,15.4,34.58
France,2004.0,0.0,94.0,13.18,35.0,4448.0,57.0,4.0,99.0,1.53,98.0,0.1,33874.74255,6274897.0,0.6,0.857,15.5,34.54
France,2005.0,0.0,93.0,12.2,35.0,36.0,57.5,4.0,98.0,1.6,98.0,0.1,34879.72633,63179356.0,0.6,0.86,15.5,34.5
France,2006.0,0.0,92.0,12.4,39.0,40.0,58.0,4.0,99.0,1.53,99.0,0.1,36544.5853,63621376.0,0.6,0.87,16.1,34.5
France,2007.0,0.0,89.0,12.2,42.0,39.0,58.6,3.0,99.0,1.45,98.0,0.1,416.58397,6416229.0,0.6,0.873,16.1,34.5
France,2008.0,0.0,88.0,11.9,47.0,604.0,59.1,3.0,98.0,1.57,98.0,0.1,45413.6571,6437499.0,0.6,0.877,16.1,34.46666666666667
France,2009.0,0.0,88.0,11.8,51.0,1541.0,59.6,3.0,98.0,9.0,98.0,0.1,41631.13141,647744.0,0.6,0.879,16.0,34.43333333333333
France,2010.0,0.0,86.0,11.7,65.0,5048.0,6.1,3.0,99.0,9.0,99.0,0.1,473.34279,6527512.0,0.6,0.879,16.0,34.4
France,2011.0,0.0,83.0,11.8,74.0,14949.0,6.6,3.0,99.0,9.0,99.0,0.1,4381.288,65342776.0,0.6,0.882,16.1,34.42
France,2012.0,0.0,83.0,11.5,78.0,0.0,61.1,3.0,99.0,9.0,99.0,0.1,4838.2444,6565979.0,0.6,0.885,16.1,34.44
France,2013.0,0.0,81.0,11.1,74.0,272.0,61.6,3.0,99.0,9.0,99.0,0.1,42554.1225,6599857.0,0.6,0.887,16.2,34.46
France,2014.0,0.0,79.0,11.5,83.0,267.0,62.0,3.0,98.0,9.0,98.0,0.1,42955.24287,66331957.0,0.6,0.89,16.2,34.48
France,2015.0,0.0,78.0,7.85,86.0,157.0,62.5,3.0,98.0,7.066,98.0,0.1,36526.7711,6662468.0,0.7,0.894,16.3,34.5
Gabon,2000.0,0.0,296.0,8.87,81.8,15.0,28.1,3.0,44.0,2.89,45.0,4.4,4116.46693,1231122.0,8.0,0.637,12.2,18.85856
Gabon,2001.0,0.0,37.0,9.29,73.6,5129.0,28.7,3.0,44.0,3.23,45.0,4.4,3976.14887,1262259.0,7.8,0.633,12.3,18.3845516
Gabon,2002.0,0.0,315.0,8.34,65.8,110.0,29.2,3.0,44.0,3.22,45.0,4.4,412.55271,129449.0,7.7,0.636,12.3,17.9105432
Gabon,2003.0,0.0,32.0,6.47,89.6,0.0,29.8,3.0,44.0,3.48,45.0,4.4,4892.11618,1328146.0,7.5,0.638,12.3,17.4365348
Gabon,2004.0,0.0,322.0,8.13,94.2,63.0,3.3,3.0,44.0,3.26,45.0,4.4,5685.577736,136425.0,7.4,0.64,12.3,16.962526399999998
Gabon,2005.0,0.0,37.0,7.72,28.0,0.0,3.8,3.0,44.0,2.76,45.0,4.4,6741.293948,143126.0,7.2,0.64,12.4,16.488518
Gabon,2006.0,0.0,288.0,8.01,52.0,90.0,31.4,3.0,44.0,2.88,45.0,4.4,727.777345,1444844.0,7.1,0.646,12.4,16.091162
Gabon,2007.0,0.0,291.0,9.02,75.0,0.0,31.9,3.0,78.0,2.86,81.0,4.4,8352.81711,1489193.0,6.9,0.645,12.4,15.693806
Gabon,2008.0,0.0,298.0,8.75,82.0,3.0,32.4,3.0,81.0,2.54,82.0,4.4,194.2746,1536411.0,6.8,0.651,12.4,15.329243333333334
Gabon,2009.0,0.0,31.0,8.64,79.0,0.0,33.0,3.0,74.0,3.43,76.0,4.4,763.66223,1586754.0,6.7,0.652,12.4,14.964680666666666
Gabon,2010.0,0.0,294.0,8.85,67.0,1.0,33.5,3.0,68.0,3.41,67.0,4.4,8754.113376,16421.0,6.5,0.66,12.5,14.600118
Gabon,2011.0,0.0,289.0,8.9,75.0,2.0,34.1,3.0,75.0,3.12,75.0,4.4,1716.2258,169711.0,6.4,0.664,12.5,14.2999744
Gabon,2012.0,0.0,276.0,8.3,82.0,2.0,34.6,3.0,8.0,3.13,82.0,4.4,9774.18117,1756817.0,6.3,0.669,12.5,13.9998308
Gabon,2013.0,0.0,255.0,8.86,79.0,122.0,35.2,3.0,77.0,3.98,79.0,3.7,9679.742995,1817271.0,6.2,0.678,12.5,13.6996872
Gabon,2014.0,0.0,237.0,0.01,7.0,33.0,35.8,3.0,68.0,3.44,7.0,2.8,9692.163874,1875713.0,6.1,0.687,12.6,13.3995436
Gabon,2015.0,0.0,229.0,5.68,8.0,27.0,36.3,3.0,79.0,4.606,8.0,2.7,7388.984144,193175.0,6.1,0.694,12.6,13.0994
Gambia,2000.0,0.0,33.0,2.18,91.0,336.0,18.0,6.0,84.0,3.61,8.0,2.0,9192.6035126,8203626.8,1.2,0.377,6.5,23.6
Gambia,2001.0,0.0,3.0,2.25,91.0,99.0,18.5,6.0,85.0,3.71,87.0,2.3,626.5584038,8926404.8,1.0,0.384,6.8,22.78
Gambia,2002.0,0.0,298.0,2.08,92.0,32.0,19.1,6.0,86.0,3.75,87.0,2.5,288.15874005999996,1061688.6,9.8,0.392,7.0,21.96
Gambia,2003.0,0.0,297.0,2.47,94.0,119.0,19.7,6.0,87.0,4.22,87.0,2.7,222.97229615999998,3205640.2,9.6,0.395,7.3,21.14
Gambia,2004.0,0.0,296.0,2.51,95.0,0.0,2.3,6.0,88.0,4.35,87.0,2.9,237.91445868,3813225.4,9.4,0.404,7.6,20.32
Gambia,2005.0,0.0,294.0,2.26,95.0,0.0,2.9,6.0,94.0,4.97,95.0,3.0,200.19328395999997,3701577.0,9.2,0.412,7.8,19.5
Gambia,2006.0,0.0,288.0,2.93,95.0,0.0,21.5,6.0,94.0,5.52,95.0,3.0,150.35331216,2897621.2,9.0,0.415,8.1,18.75
Gambia,2007.0,0.0,288.0,2.64,97.0,0.0,22.2,6.0,94.0,5.76,95.0,3.1,150.35331216,2897621.2,8.8,0.42,8.4,18.0
Gambia,2008.0,0.0,287.0,2.79,98.0,0.0,22.8,6.0,96.0,5.95,96.0,3.0,150.35331216,2897621.2,8.6,0.426,8.6,17.333333333333332
Gambia,2009.0,0.0,286.0,2.99,97.0,0.0,23.5,6.0,97.0,5.85,98.0,2.7,150.35331216,2897621.2,8.4,0.434,8.9,16.666666666666668
Gambia,2010.0,0.0,284.0,3.48,97.0,2.0,24.1,6.0,97.0,5.75,97.0,2.1,150.35331216,2897621.2,8.2,0.439,8.8,16.0
Gambia,2011.0,0.0,277.0,3.41,96.0,0.0,24.8,5.0,95.0,6.24,96.0,1.8,1455.74976688,2747826.8,8.0,0.441,8.7,15.48
Gambia,2012.0,0.0,269.0,0.01,98.0,0.0,25.4,5.0,98.0,6.12,98.0,1.4,1382.82195266,1703265.8,7.8,0.44,8.8,14.96
Gambia,2013.0,0.0,266.0,0.01,97.0,0.0,26.0,5.0,96.0,6.49,97.0,1.6,1382.82195266,1703265.8,7.6,0.445,8.9,14.44
Gambia,2014.0,0.0,266.0,0.01,96.0,1.0,26.7,5.0,97.0,7.34,96.0,1.7,1382.82195266,1703265.8,7.5,0.449,8.9,13.92
Gambia,2015.0,0.0,262.0,2.166,97.0,71.0,27.3,5.0,96.0,6.086,97.0,1.7,553.658793,1256992.4,7.3,0.45,8.9,13.4
Georgia,2000.0,0.0,129.0,3.28,55.0,50.0,46.0,2.0,81.0,6.94,8.0,0.1,691.997711,44183.0,3.1,0.291,11.4,33.3
Georgia,2001.0,0.0,121.0,2.76,61.0,35.0,46.5,2.0,83.0,7.82,87.0,0.1,733.974142,43864.0,3.0,0.673,11.7,33.2
Georgia,2002.0,0.0,142.0,2.72,51.0,199.0,47.0,2.0,89.0,8.72,84.0,0.1,779.3845935,4357.0,2.9,0.677,11.8,33.099999999999994
Georgia,2003.0,0.0,132.0,3.36,48.0,216.0,47.5,2.0,74.0,8.49,75.0,0.1,928.18227,431.0,2.9,0.684,11.8,33.0
Georgia,2004.0,0.0,134.0,3.74,64.0,6847.0,48.1,1.0,66.0,8.53,78.0,0.1,127.367228,4245.0,2.8,0.694,12.0,32.9
Georgia,2005.0,0.0,128.0,4.7,79.0,1356.0,48.6,1.0,82.0,8.6,82.0,0.1,153.57521,419.0,2.8,0.703,12.2,32.8
Georgia,2006.0,0.0,126.0,6.18,84.0,334.0,49.2,1.0,89.0,8.39,88.0,0.1,1872.68416,4136.0,2.7,0.714,12.6,32.75
Georgia,2007.0,0.0,12.0,8.65,94.0,44.0,49.9,1.0,88.0,8.17,98.0,0.1,2492.12878,482.0,2.7,0.722,12.5,32.7
